algorithm,round,client_id,original_size_bytes,delta_size_bytes,reduction_percent
flips,5,52,967680,317002,67.2410300925926
flips,13,98,968338,336963,65.20192329537826
flips,11,63,968463,346155,64.25728189925685
flips,1,24,965978,338712,64.93584740025136
flips,0,85,967536,355157,63.29263200542409
flips,1,5,965613,319371,66.92556956047608
flips,15,46,968464,335523,65.35513968510962
flips,15,17,967434,327766,66.12006607169067
flips,6,52,967401,316444,67.28926267390669
flips,1,60,967762,320287,66.90436284954359
flips,14,98,968033,346284,64.228079001439
flips,13,23,967728,333775,65.5094200023147
flips,10,73,968314,304980,68.50401832463436
flips,0,71,965062,349714,63.76253546404273
flips,0,40,961581,284028,70.46239474365655
flips,0,19,965297,294993,69.44018265880864
flips,16,17,966409,293149,69.66615584084998
flips,2,24,966151,347089,64.07507729123087
flips,16,46,966969,334513,65.40602646000026
flips,12,63,966916,341680,64.66290763623728
flips,7,52,966212,314210,67.48022173187664
flips,15,98,966543,358162,62.944018010579974
flips,14,23,966815,331233,65.73977441392613
flips,0,14,960479,329759,65.66723478597658
flips,0,45,961622,360288,62.53330310662611
flips,1,40,961639,308302,67.93994419943449
flips,3,50,965866,297530,69.19551987542785
flips,17,46,966333,343954,64.4062657489706
flips,15,23,966276,339330,64.8827043205047
flips,17,17,965903,308380,68.07339867460811
flips,13,63,966213,358647,62.88116595409087
flips,16,98,966099,366304,62.08421704193876
flips,8,52,965954,328748,65.96649529894798
flips,1,99,959717,345906,63.95749997134572
flips,0,2,959646,334856,65.10629961464957
flips,1,59,961074,310165,67.72725097130919
flips,1,36,960747,325237,66.14748731976265
flips,18,46,962187,362357,62.34027273284715
flips,18,17,961603,322602,66.45164376567045
flips,11,73,962005,344922,64.14550859922765
flips,16,23,962321,343094,64.34723964248936
flips,17,98,962134,398197,58.61314536228841
flips,4,50,961872,302994,68.49955087579221
flips,0,94,958838,326330,65.96609646259326
flips,1,54,959135,332592,65.32375525864451
flips,19,46,960478,338715,64.7347466573935
flips,12,73,960471,338960,64.70898132270521
flips,0,95,959400,333717,65.21607254534084
flips,19,17,959988,335004,65.1033137914224
flips,18,98,960515,375168,60.94095355095964
flips,0,84,960237,330602,65.57079137754533
flips,17,23,960670,335626,65.06334120978067
flips,9,52,959904,342652,64.3035136847018
flips,19,98,957977,365753,61.82027334685488
flips,20,46,960161,334397,65.17281997498337
flips,20,17,959661,329209,65.69528197978245
flips,1,84,960070,346650,63.89325778328663
flips,2,54,959258,341134,64.4377216556964
flips,10,52,959893,339991,64.5803230151694
flips,18,23,959860,343069,64.25843352155522
flips,13,73,959982,368911,61.57105029052627
flips,1,33,958665,355742,62.89193826832105
flips,6,11,959802,348727,63.66677710611146
flips,20,98,958554,384536,59.883741552379945
flips,0,72,957739,305178,68.13557764693721
flips,1,64,957378,339907,64.4960506717305
flips,21,46,959628,345265,64.02095395299013
flips,0,0,958032,337050,64.81850293100857
flips,1,4,958437,343946,64.11386455239104
flips,11,52,958928,358162,62.64975055478617
flips,21,17,959127,346526,63.87068657226833
